PROPGEOM
KP505
forKCS
0.250 0.045 5 0.800
11	27
0.450000  0.044364 -0.010128
0.500000  0.044363 -0.009715
0.550000  0.043681 -0.009133
0.600000  0.042308 -0.008402
0.650000  0.040227 -0.007540
0.700000  0.037392 -0.006583
0.750000  0.033751 -0.005614
0.800000  0.029121 -0.004773
0.850000  0.023196 -0.004399
0.900000  0.016441 -0.004016
0.950000  0.009196 -0.003261
0.975000  0.005502 -0.002650
1.000000  0.001815 -0.001815
0.000000  0.000000  0.000000
0.005000  0.003358 -0.002170
0.007500  0.004210 -0.002539
0.012500  0.005612 -0.003066
0.025000  0.008319 -0.003866
0.050000  0.012394 -0.004779
0.075000  0.015628 -0.005360
0.100000  0.018374 -0.005789
0.150000  0.022873 -0.006394
0.200000  0.026441 -0.006806
0.250000  0.029230 -0.007035
0.300000  0.031394 -0.007149
0.350000  0.033000 -0.007163
0.400000  0.034079 -0.007082
0.450000  0.034652 -0.006908
0.500000  0.034661 -0.006583
0.550000  0.034138 -0.006142
0.600000  0.033076 -0.005599
0.650000  0.031460 -0.004971
0.700000  0.029253 -0.004286
0.750000  0.026413 -0.003610
0.800000  0.022790 -0.003060
0.850000  0.018139 -0.002907
0.900000  0.012835 -0.002766
0.950000  0.007155 -0.002345
0.975000  0.004264 -0.001953
1.000000  0.001384 -0.001384
0.000000  0.000000  0.000000
0.005000  0.002621 -0.001606
0.007500  0.003295 -0.001867
0.012500  0.004406 -0.002230
0.025000  0.006562 -0.002757
0.050000  0.009820 -0.003313
0.075000  0.012412 -0.003638
0.100000  0.014616 -0.003863
0.150000  0.018231 -0.004150
0.200000  0.021102 -0.004324
0.250000  0.023350 -0.004384
0.300000  0.025096 -0.004379
0.350000  0.026396 -0.004319
0.400000  0.027273 -0.004205
0.450000  0.027745 -0.004038
0.500000  0.027767 -0.003775
0.550000  0.027363 -0.003441
0.600000  0.026528 -0.003049
0.650000  0.025248 -0.002614
0.700000  0.023491 -0.002158
0.750000  0.021222 -0.001738
0.800000  0.018314 -0.001455
0.850000  0.014555 -0.001540
0.900000  0.010267 -0.001664
0.950000  0.005688 -0.001578
0.975000  0.003365 -0.001390
1.000000  0.001058 -0.001058
0.000000  0.000000  0.000000
0.005000  0.002089 -0.001206
0.007500  0.002633 -0.001391
0.012500  0.003534 -0.001640
0.025000  0.005288 -0.001976
0.050000  0.007950 -0.002288
0.075000  0.010074 -0.002438
0.100000  0.011882 -0.002523
0.150000  0.014851 -0.002597
0.200000  0.017211 -0.002610
0.250000  0.019063 -0.002557
0.300000  0.020504 -0.002474
0.350000  0.021579 -0.002365
0.400000  0.022307 -0.002231
0.450000  0.022704 -0.002073
0.500000  0.022734 -0.001854
0.550000  0.022416 -0.001597
0.600000  0.021745 -0.001312
0.650000  0.020709 -0.001010
0.700000  0.019281 -0.000714
0.750000  0.017428 -0.000471
0.800000  0.015042 -0.000369
0.850000  0.011937 -0.000610
0.900000  0.008394 -0.000907
0.950000  0.004620 -0.001044
0.975000  0.002712 -0.000994
1.000000  0.000825 -0.000825
0.000000  0.000000  0.000000
0.005000  0.002004 -0.001152
0.007500  0.002526 -0.001328
0.012500  0.003391 -0.001564
0.025000  0.005075 -0.001882
0.050000  0.007633 -0.002173
0.075000  0.009673 -0.002310
0.100000  0.011410 -0.002386
0.150000  0.014264 -0.002447
0.200000  0.016532 -0.002452
0.250000  0.018312 -0.002396
0.300000  0.019697 -0.002311
0.350000  0.020730 -0.002203
0.400000  0.021431 -0.002072
0.450000  0.021812 -0.001918
0.500000  0.021842 -0.001708
0.550000  0.021538 -0.001462
0.600000  0.020893 -0.001190
0.650000  0.019898 -0.000904
0.700000  0.018527 -0.000624
0.750000  0.016747 -0.000396
0.800000  0.014454 -0.000306
0.850000  0.011470 -0.000547
0.900000  0.008064 -0.000844
0.950000  0.004437 -0.000988
0.975000  0.002604 -0.000947
1.000000  0.000790 -0.000790
0.000000  0.000000  0.000000
0.005000  0.001919 -0.001098
0.007500  0.002419 -0.001265
0.012500  0.003247 -0.001489
0.025000  0.004863 -0.001788
0.050000  0.007316 -0.002058
0.075000  0.009273 -0.002183
0.100000  0.010939 -0.002249
0.150000  0.013676 -0.002298
0.200000  0.015853 -0.002295
0.250000  0.017560 -0.002234
0.300000  0.018889 -0.002148
0.350000  0.019881 -0.002041
0.400000  0.020554 -0.001912
0.450000  0.020921 -0.001763
0.500000  0.020950 -0.001562
0.550000  0.020659 -0.001327
0.600000  0.020041 -0.001068
0.650000  0.019088 -0.000797
0.700000  0.017773 -0.000533
0.750000  0.016066 -0.000321
0.800000  0.013867 -0.000243
0.850000  0.011003 -0.000485
0.900000  0.007734 -0.000782
0.950000  0.004253 -0.000932
0.975000  0.002495 -0.000899
1.000000  0.000755 -0.000755
