TITLE="Rotor Forces"
VARIABLES="T" "CFIP" "CMIP" "CFDP" "CMDP" "CFVP" "CMVP"
ZONE T="BLADE" F=POINT, I=1351
  0     0.1661754244100965E+00   0.2426439783203518E-01   0.1615156710213302E+00   0.2841473362619881E-01   0.1615156710213302E+00   0.2841473362619881E-01
  1     0.2292610048141984E+00   0.2515256797759938E-01   0.2260959161015892E+00   0.2921379279902973E-01   0.2260959161015892E+00   0.2921379279902973E-01
  2     0.2567463900679714E+00   0.2938216879731979E-01   0.2534801620678143E+00   0.3338983479933291E-01   0.2534801620678143E+00   0.3338983479933291E-01
  3     0.2861606294763380E+00   0.3403919430580826E-01   0.2826689316603911E+00   0.3812864591052491E-01   0.2826689316603911E+00   0.3812864591052491E-01
  4     0.3090732952832941E+00   0.3787741280577450E-01   0.3054839444018395E+00   0.4194103938617161E-01   0.3054839444018395E+00   0.4194103938617161E-01
  5     0.3308260527972622E+00   0.4174833171840563E-01   0.3271518671372328E+00   0.4575472742030769E-01   0.3271518671372328E+00   0.4575472742030769E-01
  6     0.3523385863509255E+00   0.4583232746404092E-01   0.3485915959908354E+00   0.4973955995078542E-01   0.3485915959908354E+00   0.4973955995078542E-01
  7     0.3716145413095430E+00   0.4980157728299350E-01   0.3678054733775368E+00   0.5359293550775729E-01   0.3678054733775368E+00   0.5359293550775729E-01
  8     0.3839785052410549E+00   0.5280857714591264E-01   0.3801088534877425E+00   0.5650752370859047E-01   0.3801088534877425E+00   0.5650752370859047E-01
  9     0.3854527566514579E+00   0.5405850961978779E-01   0.3815149894125608E+00   0.5771220019366566E-01   0.3815149894125608E+00   0.5771220019366566E-01
 10     0.3762426394627738E+00   0.5345660182501563E-01   0.3722291587938156E+00   0.5711204564392895E-01   0.3722291587938156E+00   0.5711204564392895E-01
 11     0.3608804498589055E+00   0.5169703114495935E-01   0.3567918847384737E+00   0.5538224167695952E-01   0.3567918847384737E+00   0.5538224167695952E-01
 12     0.3448728016477425E+00   0.4971364389089766E-01   0.3407191243816642E+00   0.5342986270155326E-01   0.3407191243816642E+00   0.5342986270155326E-01
 13     0.3310077145022881E+00   0.4801562559774069E-01   0.3268018990118740E+00   0.5174763765926635E-01   0.3268018990118740E+00   0.5174763765926635E-01
 14     0.3186628701503897E+00   0.4652338452484880E-01   0.3144123025415355E+00   0.5026141448477008E-01   0.3144123025415355E+00   0.5026141448477008E-01
 15     0.3061912700110313E+00   0.4496133222594400E-01   0.3018945096171431E+00   0.4871213291348746E-01   0.3018945096171431E+00   0.4871213291348746E-01
 16     0.2932577446925040E+00   0.4326956839455044E-01   0.2889093429035570E+00   0.4704735534859046E-01   0.2889093429035570E+00   0.4704735534859046E-01
 17     0.2807775719569513E+00   0.4160804277643977E-01   0.2763760060369999E+00   0.4541855201724673E-01   0.2763760060369999E+00   0.4541855201724673E-01
 18     0.2693335312478066E+00   0.4008583186247391E-01   0.2648839960699573E+00   0.4392202874021130E-01   0.2648839960699573E+00   0.4392202874021130E-01
 19     0.2500903678402695E+00   0.3653819595702643E-01   0.2458543122201743E+00   0.4029120842584238E-01   0.2458543122201743E+00   0.4029120842584238E-01
 20     0.2413314363963733E+00   0.3598553610176732E-01   0.2368727586749989E+00   0.3981127868805664E-01   0.2368727586749989E+00   0.3981127868805664E-01
 21     0.2289760778825113E+00   0.3401889178913720E-01   0.2245217050730871E+00   0.3786644021326425E-01   0.2245217050730871E+00   0.3786644021326425E-01
 22     0.2183492371929521E+00   0.3246869192088446E-01   0.2138478329207875E+00   0.3635487912043123E-01   0.2138478329207875E+00   0.3635487912043123E-01
 23     0.2088880173646777E+00   0.3109012407954059E-01   0.2043453199491739E+00   0.3500552177071779E-01   0.2043453199491739E+00   0.3500552177071779E-01
 24     0.2001921084090500E+00   0.2981822044389402E-01   0.1956136636521073E+00   0.3375373777727063E-01   0.1956136636521073E+00   0.3375373777727063E-01
 25     0.1918037846178237E+00   0.2857337232410100E-01   0.1871857070091587E+00   0.3253442584810928E-01   0.1871857070091587E+00   0.3253442584810928E-01
 26     0.1838417729000267E+00   0.2737467328372081E-01   0.1791737053130607E+00   0.3137525933954786E-01   0.1791737053130607E+00   0.3137525933954786E-01
 27     0.1767690295079267E+00   0.2630481008771023E-01   0.1720474381458602E+00   0.3034755675876938E-01   0.1720474381458602E+00   0.3034755675876938E-01
 28     0.1707034709678394E+00   0.2538975668702687E-01   0.1659364463138473E+00   0.2946047929461282E-01   0.1659364463138473E+00   0.2946047929461282E-01
 29     0.1652825146210363E+00   0.2456944518704686E-01   0.1604769633210544E+00   0.2865710439603692E-01   0.1604769633210544E+00   0.2865710439603692E-01
 30     0.1601897661734043E+00   0.2378849953237422E-01   0.1553388361020520E+00   0.2790263756939379E-01   0.1553388361020520E+00   0.2790263756939379E-01
 31     0.1555253085428084E+00   0.2306736649591318E-01   0.1506163160477748E+00   0.2722620831170382E-01   0.1506163160477748E+00   0.2722620831170382E-01
 32     0.1515004895265801E+00   0.2245443273524828E-01   0.1465355189603782E+00   0.2665770761785381E-01   0.1465355189603782E+00   0.2665770761785381E-01
 33     0.1479766108550364E+00   0.2193759812353888E-01   0.1429770010202601E+00   0.2616326879388613E-01   0.1429770010202601E+00   0.2616326879388613E-01
 34     0.1445698251983821E+00   0.2144928596504508E-01   0.1395547388411027E+00   0.2568225782153967E-01   0.1395547388411027E+00   0.2568225782153967E-01
 35     0.1411992246996770E+00   0.2096200489435976E-01   0.1361650348860538E+00   0.2521483363397019E-01   0.1361650348860538E+00   0.2521483363397019E-01
 36     0.1382710866987824E+00   0.2053253790190879E-01   0.1331989747212975E+00   0.2482854896966554E-01   0.1331989747212975E+00   0.2482854896966554E-01
 37     0.1369124084492168E+00   0.2008952657569499E-01   0.1317846342666814E+00   0.2448227494108289E-01   0.1317846342666814E+00   0.2448227494108289E-01
 38     0.1344898245111233E+00   0.1998743549769913E-01   0.1293561615316687E+00   0.2433970931997246E-01   0.1293561615316687E+00   0.2433970931997246E-01
 39     0.1336710222966307E+00   0.1979857511830647E-01   0.1285070152835805E+00   0.2418053440810676E-01   0.1285070152835805E+00   0.2418053440810676E-01
 40     0.1325028729616776E+00   0.1962186219759987E-01   0.1273132440492358E+00   0.2403311930364087E-01   0.1273132440492358E+00   0.2403311930364087E-01
 41     0.1313459650827859E+00   0.1945437731226298E-01   0.1261300994143575E+00   0.2391011978642748E-01   0.1261300994143575E+00   0.2391011978642748E-01
 42     0.1303937119726388E+00   0.1933183914650081E-01   0.1251759177620484E+00   0.2381167547664318E-01   0.1251759177620484E+00   0.2381167547664318E-01
 43     0.1295270563580322E+00   0.1923835132695486E-01   0.1243509010816127E+00   0.2369550385774271E-01   0.1243509010816127E+00   0.2369550385774271E-01
 44     0.1284146699858667E+00   0.1912082764368721E-01   0.1233110626378707E+00   0.2352686274930567E-01   0.1233110626378707E+00   0.2352686274930567E-01
 45     0.1269187220089578E+00   0.1895479028372265E-01   0.1218929396063473E+00   0.2331492213923177E-01   0.1218929396063473E+00   0.2331492213923177E-01
 46     0.1252020811763411E+00   0.1876370436446637E-01   0.1202583254743289E+00   0.2308006884224414E-01   0.1202583254743289E+00   0.2308006884224414E-01
 47     0.1233915957093580E+00   0.1856572072376945E-01   0.1185589147973276E+00   0.2280141051971594E-01   0.1185589147973276E+00   0.2280141051971594E-01
 48     0.1213044788103522E+00   0.1832782780947546E-01   0.1166229763527093E+00   0.2242916413786611E-01   0.1166229763527093E+00   0.2242916413786611E-01
 49     0.1186491514562051E+00   0.1799643054087879E-01   0.1141354750407938E+00   0.2194128553631276E-01   0.1141354750407938E+00   0.2194128553631276E-01
 50     0.1154190268843856E+00   0.1756337044071939E-01   0.1110606749888526E+00   0.2136605725741218E-01   0.1110606749888526E+00   0.2136605725741218E-01
 51     0.1119370754711455E+00   0.1707748978083535E-01   0.1077210954636792E+00   0.2074797988903672E-01   0.1077210954636792E+00   0.2074797988903672E-01
 52     0.1084969584091900E+00   0.1658948765957952E-01   0.1044327496057760E+00   0.2010592274169966E-01   0.1044327496057760E+00   0.2010592274169966E-01
 53     0.1050673891382651E+00   0.1610128466248091E-01   0.1011749685998663E+00   0.1943305352076853E-01   0.1011749685998663E+00   0.1943305352076853E-01
 54     0.1013807285572948E+00   0.1557469324106101E-01   0.9765916848272904E-01   0.1872782500146555E-01   0.9765916848272904E-01   0.1872782500146555E-01
 55     0.9799269339751568E-01   0.1477747668647259E-01   0.9400459077251913E-01   0.1847293737974270E-01   0.9400459077251913E-01   0.1847293737974270E-01
 56     0.9209328722695255E-01   0.1433863955043908E-01   0.8843896938520486E-01   0.1757615693686429E-01   0.8843896938520486E-01   0.1757615693686429E-01
 57     0.8767890418115280E-01   0.1361428394262995E-01   0.8436620452464759E-01   0.1638934723391671E-01   0.8436620452464759E-01   0.1638934723391671E-01
 58     0.8274380510915251E-01   0.1290649500590405E-01   0.7929469433269351E-01   0.1587392318509250E-01   0.7929469433269351E-01   0.1587392318509250E-01
 59     0.7767407221243579E-01   0.1216911063992571E-01   0.7202010524135455E-01   0.1824217644777286E-01   0.7202010524135455E-01   0.1824217644777286E-01
 60     0.7262559000046695E-01   0.1142452135337295E-01   0.6919737951524119E-01   0.1435477115265433E-01   0.6919737951524119E-01   0.1435477115265433E-01
 61     0.6785515095214625E-01   0.1071615622145886E-01   0.6067692431541087E-01   0.1813494901305429E-01   0.6067692431541087E-01   0.1813494901305429E-01
 62     0.6351860985951223E-01   0.1007077291527264E-01   0.4159985582745733E-01   0.3609321942658793E-01   0.4159985582745733E-01   0.3609321942658793E-01
 63     0.5960599284249108E-01   0.9484412549120639E-02   0.5459575375133403E-01   0.1423354087695257E-01   0.5459575375133403E-01   0.1423354087695257E-01
 64     0.5611047769144380E-01   0.8951497496758382E-02   0.4816036074222672E-01   0.1679320422817806E-01   0.4816036074222672E-01   0.1679320422817806E-01
 65     0.5317611580444075E-01   0.8493399420056093E-02   0.3746060761795821E-01   0.2537290293961936E-01   0.3746060761795821E-01   0.2537290293961936E-01
 66     0.5100466084874178E-01   0.8144539435814982E-02   0.4340328412701325E-01   0.1503066851025642E-01   0.4340328412701325E-01   0.1503066851025642E-01
 67     0.4966789832167712E-01   0.7917958565984177E-02   0.1752152324553842E-01   0.4012007054770637E-01   0.1752152324553842E-01   0.4012007054770637E-01
 68     0.4911711542538160E-01   0.7803910174296271E-02  -0.4148122238174153E-01   0.1037417045144235E+00  -0.4148122238174153E-01   0.1037417045144235E+00
 69     0.4934966220293394E-01   0.7797980508573847E-02   0.3732782337244716E-01   0.1867175278398832E-01   0.3732782337244716E-01   0.1867175278398832E-01
 70     0.5049192796077678E-01   0.7917949117893466E-02  -0.3151225459019456E-03   0.5547522568031991E-01  -0.3151225459019456E-03   0.5547522568031991E-01
 71     0.5265637806325457E-01   0.8181330972340807E-02   0.3523669689805779E-01   0.2350099931942232E-01   0.3523669689805779E-01   0.2350099931942232E-01
 72     0.5581380342457624E-01   0.8581903187874662E-02   0.4280658820521788E-01   0.1904865576246788E-01   0.4280658820521788E-01   0.1904865576246788E-01
 73     0.3776526048318552E-01   0.4185545399393119E-02   0.2956240579385374E-01   0.1206664700633568E-01   0.2956240579385374E-01   0.1206664700633568E-01
 74     0.6094737518102265E-01   0.9857804820935730E-02   0.4784261863346454E-01   0.1943060083010623E-01   0.4784261863346454E-01   0.1943060083010623E-01
 75     0.6143982978417121E-01   0.9313088671891793E-02   0.4903348934423678E-01   0.2478343133126979E-01   0.4903348934423678E-01   0.2478343133126979E-01
 76     0.6696806286081447E-01   0.1004215008149448E-01  -0.1552486857089510E+00   0.3790289823491902E+00  -0.1552486857089510E+00   0.3790289823491902E+00
 77     0.7360717705510325E-01   0.1091385483469576E-01   0.4909890515480013E-01   0.3826163884778148E-01   0.4909890515480013E-01   0.3826163884778148E-01
 78     0.8138010065570139E-01   0.1192429636605932E-01  -0.2692127134590787E-01   0.2257987465392005E+00  -0.2692127134590787E-01   0.2257987465392005E+00
 79     0.9052978294800458E-01   0.1310474562689534E-01   0.7066757367911636E-01   0.3408246275266567E-01   0.7066757367911636E-01   0.3408246275266567E-01
 80     0.1012654038283951E+00   0.1448149592476924E-01   0.4985744462472089E-01   0.9550778540874523E-01   0.4985744462472089E-01   0.9550778540874523E-01
 81     0.1134380796234045E+00   0.1602466209738792E-01   0.9067062849441668E-01   0.4232748149434826E-01   0.9067062849441668E-01   0.4232748149434826E-01
 82     0.1265081512149498E+00   0.1764586839918681E-01   0.1094018236950516E+00   0.3402947509010412E-01   0.1094018236950516E+00   0.3402947509010412E-01
