TITLE="Rotor Force Harmonic Analysis"
VARIABLES="NNHAR" "CFIP" "CMIP" "CFDP" "CMDP" "CFVP" "CMVP"
ZONE T="BLADE REV=   1" F=POINT, I=  19
 10     0.2003720942674460E-02  -0.7258697299517536E+02   0.4538138536834637E-03  -0.7394512922795076E+02   0.7063006200430330E-02   0.6388634481388449E+01   0.1112416922105384E-01  -0.1557836556712910E+03   0.7063006200430330E-02   0.6388634481388449E+01   0.1112416922105384E-01  -0.1557836556712910E+03
 11     0.9240487508751379E-03  -0.5038273842685481E+02   0.2276056626045966E-03  -0.5146193100811303E+02   0.7495314111720371E-02  -0.4465933652422599E+02   0.1005621440278176E-01   0.1394388241001254E+03   0.7495314111720371E-02  -0.4465933652422599E+02   0.1005621440278176E-01   0.1394388241001254E+03
 12     0.3833263036140567E-03   0.4311832313765898E+02   0.1063530460245379E-03  -0.7853612762931705E+01   0.5672709304102522E-02  -0.1124315672874910E+03   0.9211634246468739E-02   0.7281246225135467E+02   0.5672709304102522E-02  -0.1124315672874910E+03   0.9211634246468739E-02   0.7281246225135467E+02
 13     0.1375162504172677E-03   0.7153728472184756E+01   0.1025933374121006E-03  -0.4130865078180817E+02   0.5137327955625663E-02   0.1762342550352612E+03   0.7920404637584168E-02   0.7205159417338304E+01   0.5137327955625663E-02   0.1762342550352612E+03   0.7920404637584168E-02   0.7205159417338304E+01
 14     0.6875872238946057E-03  -0.1099512841753452E+03   0.2074971038813849E-03  -0.9177264549930909E+02   0.3703703458447922E-02   0.1182627625220887E+03   0.6423108352245977E-02  -0.5532643177319425E+02   0.3703703458447922E-02   0.1182627625220887E+03   0.6423108352245977E-02  -0.5532643177319425E+02
 15     0.1093928969354640E-02  -0.1177740243014422E+03   0.2821366429506486E-03  -0.1078983535803505E+03   0.1857522970326619E-02   0.4996709457120014E+02   0.4995029259302863E-02  -0.1085410432940769E+03   0.1857522970326619E-02   0.4996709457120014E+02   0.4995029259302863E-02  -0.1085410432940769E+03
 16     0.9857221754966847E-03  -0.1281911734154896E+03   0.1936034970952255E-03  -0.1129647663981560E+03   0.1464727944952277E-02  -0.1267617033215287E+02   0.4023113655208803E-02  -0.1527982607926244E+03   0.1464727944952277E-02  -0.1267617033215287E+02   0.4023113655208803E-02  -0.1527982607926244E+03
 17     0.4423056325615254E-03  -0.1241785325750938E+03   0.9485912960132637E-04  -0.8201617249434443E+02   0.2192267126966527E-02  -0.3771695583683992E+02   0.3994975261274665E-02   0.1585448268394936E+03   0.2192267126966527E-02  -0.3771695583683992E+02   0.3994975261274665E-02   0.1585448268394936E+03
 18     0.6628245533694912E-03  -0.6321150577531208E+02   0.1819906303827516E-03  -0.5057161879562965E+02   0.3567480876211936E-02  -0.7730230434316977E+02   0.4628297980117693E-02   0.9911041772315407E+02   0.3567480876211936E-02  -0.7730230434316977E+02   0.4628297980117693E-02   0.9911041772315407E+02
ZONE T="BLADE REV=   2" F=POINT, I=  19
  0     0.1793128088894783E+00   0.0000000000000000E+00   0.2572952318924143E-01   0.0000000000000000E+00   0.1638124787696636E+00   0.0000000000000000E+00   0.3928126831609913E-01   0.0000000000000000E+00   0.1638124787696636E+00   0.0000000000000000E+00   0.3928126831609913E-01   0.0000000000000000E+00
  1     0.8032471389640516E-01   0.4574756967456466E+02   0.1057575826842587E-01   0.4902751602750008E+02   0.8524576560614361E-01   0.6037468338185699E+02   0.2021975817404830E-01  -0.1772027133761566E+02   0.8524576560614361E-01   0.6037468338185699E+02   0.2021975817404830E-01  -0.1772027133761566E+02
  2     0.4577361631297688E-01   0.1926150214091741E+02   0.5620564822771973E-02   0.1910665455307266E+02   0.5855416829628218E-01   0.3703066949365296E+02   0.1535082823354456E-01  -0.7929817654981620E+02   0.5855416829628218E-01   0.3703066949365296E+02   0.1535082823354456E-01  -0.7929817654981620E+02
  3     0.7383888655459678E-02  -0.8644829415785985E+01   0.8521612812330459E-03  -0.4549473760323212E+02   0.2465533250659325E-01   0.1163978790810191E+02   0.1435006535778588E-01  -0.1566695982598285E+03   0.2465533250659325E-01   0.1163978790810191E+02   0.1435006535778588E-01  -0.1566695982598285E+03
  4     0.3655133150546688E-02  -0.4648756332170658E+02   0.6987412374629904E-03  -0.8322352624023755E+02   0.2018462475829257E-01  -0.4225030492659856E+02   0.1309889280270805E-01   0.1389357724418979E+03   0.2018462475829257E-01  -0.4225030492659856E+02   0.1309889280270805E-01   0.1389357724418979E+03
  5     0.5057317723283868E-02  -0.9965511957604087E+02   0.9464222171202614E-03  -0.1019359223521926E+03   0.2183025397069988E-01  -0.1010178809330258E+03   0.1319446763595434E-01   0.7662903232554011E+02   0.2183025397069988E-01  -0.1010178809330258E+03   0.1319446763595434E-01   0.7662903232554011E+02
  6     0.4468802703082146E-02  -0.9597887988069182E+02   0.8003945999466282E-03  -0.9804750907821723E+02   0.1981057185216983E-01  -0.1474541483946975E+03   0.1444075193693391E-01   0.1703112231973228E+02   0.1981057185216983E-01  -0.1474541483946975E+03   0.1444075193693391E-01   0.1703112231973228E+02
  7     0.3298850336498916E-02  -0.1019728594248413E+03   0.5856194642956847E-03  -0.9511974200182709E+02   0.1667709653975965E-01   0.1557298162813148E+03   0.1529577977490668E-01  -0.3731435184742886E+02   0.1667709653975965E-01   0.1557298162813148E+03   0.1529577977490668E-01  -0.3731435184742886E+02
  8     0.3672822425158197E-02  -0.8627981348910990E+02   0.6001102829926567E-03  -0.8206087822467465E+02   0.1411296301722002E-01   0.8869464902083210E+02   0.1556597672479265E-01  -0.9045573655332132E+02   0.1411296301722002E-01   0.8869464902083210E+02   0.1556597672479265E-01  -0.9045573655332132E+02
  9     0.2416174481028286E-02  -0.6672960767752477E+02   0.4093319328155668E-03  -0.6363362423918359E+02   0.1733315014507630E-01   0.2613884077853929E+02   0.1487000585322332E-01  -0.1450567575505061E+03   0.1733315014507630E-01   0.2613884077853929E+02   0.1487000585322332E-01  -0.1450567575505061E+03
 10     0.2512894163285725E-02  -0.7287249639773053E+02   0.4047228468071991E-03  -0.6791917721561100E+02   0.1912986002465772E-01  -0.2788713480826018E+02   0.1433801473336434E-01   0.1582668298287051E+03   0.1912986002465772E-01  -0.2788713480826018E+02   0.1433801473336434E-01   0.1582668298287051E+03
 11     0.2102133815743101E-02  -0.5709899375476573E+02   0.3230665931224714E-03  -0.5537836445967552E+02   0.1926122367767000E-01  -0.7634763320620614E+02   0.1416364787618678E-01   0.9975766562668423E+02   0.1926122367767000E-01  -0.7634763320620614E+02   0.1416364787618678E-01   0.9975766562668423E+02
 12     0.1611154704399836E-02  -0.4922401919258685E+02   0.2568309863219119E-03  -0.4665146340073244E+02   0.1745034852336348E-01  -0.1298241765647397E+03   0.1440918549705229E-01   0.4253757846156026E+02   0.1745034852336348E-01  -0.1298241765647397E+03   0.1440918549705229E-01   0.4253757846156026E+02
 13     0.1768262174953352E-02  -0.5294793831072376E+02   0.2776677810753024E-03  -0.5093515031288187E+02   0.1597708198077774E-01   0.1730899783632773E+03   0.1460677285725140E-01  -0.1322123620877449E+02   0.1597708198077774E-01   0.1730899783632773E+03   0.1460677285725140E-01  -0.1322123620877449E+02
 14     0.1563239290241331E-02  -0.4272580014451932E+02   0.2479583626480700E-03  -0.4290159296872194E+02   0.1572150095836886E-01   0.1110166592999015E+03   0.1447234099084076E-01  -0.6756969156279969E+02   0.1572150095836886E-01   0.1110166592999015E+03   0.1447234099084076E-01  -0.6756969156279969E+02
 15     0.1386761685346064E-02  -0.5733579691403541E+02   0.2227304543872232E-03  -0.5606111486465014E+02   0.1638973708892915E-01   0.5331813494140168E+02   0.1407814676846549E-01  -0.1225821548927520E+03   0.1638973708892915E-01   0.5331813494140168E+02   0.1407814676846549E-01  -0.1225821548927520E+03
 16     0.1122480890483959E-02  -0.4526055563745154E+02   0.1748549942310531E-03  -0.4478259351608651E+02   0.1749957596622266E-01  -0.8173846820003324E+00   0.1361986789209459E-01  -0.1785960599047543E+03   0.1749957596622266E-01  -0.8173846820003324E+00   0.1361986789209459E-01  -0.1785960599047543E+03
 17     0.9643579714930047E-03  -0.3401720331908451E+02   0.1556197693193492E-03  -0.3160960398570569E+02   0.1753205886281413E-01  -0.5294054732787897E+02   0.1347586649061740E-01   0.1248643293539291E+03   0.1753205886281413E-01  -0.5294054732787897E+02   0.1347586649061740E-01   0.1248643293539291E+03
 18     0.1064985104082993E-02  -0.3670219778737803E+02   0.1750169704309866E-03  -0.3332985835604881E+02   0.1696929875657636E-01  -0.1062456132510738E+03   0.1358171336943458E-01   0.6893815985464850E+02   0.1696929875657636E-01  -0.1062456132510738E+03   0.1358171336943458E-01   0.6893815985464850E+02
ZONE T="BLADE REV=   3" F=POINT, I=  19
  0     0.1665039140533901E+00   0.0000000000000000E+00   0.2384927193877982E-01   0.0000000000000000E+00   0.1595012186701192E+00   0.0000000000000000E+00   0.3026138624653307E-01   0.0000000000000000E+00   0.1595012186701192E+00   0.0000000000000000E+00   0.3026138624653307E-01   0.0000000000000000E+00
  1     0.8062670636373161E-01   0.3643048414551451E+02   0.1043721406133473E-01   0.3813346755411985E+02   0.7852630477890633E-01   0.4038231505971336E+02   0.1377952379324728E-01   0.1595536148523582E+02   0.7852630477890633E-01   0.4038231505971336E+02   0.1377952379324728E-01   0.1595536148523582E+02
  2     0.5101732657368099E-01   0.4570131403345525E+01   0.6651923471805619E-02   0.7284414714896934E+00   0.4808716256398378E-01   0.1060676497537930E+02   0.1104237885112721E-01  -0.2007095071574653E+02   0.4808716256398378E-01   0.1060676497537930E+02   0.1104237885112721E-01  -0.2007095071574653E+02
  3     0.1422097627635464E-01  -0.2089659162988078E+00   0.1725708950334395E-02  -0.1327427445348055E+02   0.1396039436632287E-01   0.1134518007645285E+02   0.3927930135444777E-02  -0.4404031594785651E+02   0.1396039436632287E-01   0.1134518007645285E+02   0.3927930135444777E-02  -0.4404031594785651E+02
  4     0.8294125933806389E-02   0.1545858128605942E+01   0.1017285652497769E-02  -0.1043388342418361E+02   0.8276413964809007E-02   0.1364218427687694E+02   0.2575498012971930E-02  -0.4322442081583154E+02   0.8276413964809007E-02   0.1364218427687694E+02   0.2575498012971930E-02  -0.4322442081583154E+02
  5     0.3214917488654636E-02  -0.1470731218265401E+02   0.4835646994037965E-03  -0.2710339422978513E+02   0.3373608046638978E-02   0.3125294279434389E+01   0.1407384040902684E-02  -0.7082277549511029E+02   0.3373608046638978E-02   0.3125294279434389E+01   0.1407384040902684E-02  -0.7082277549511029E+02
  6     0.2331416278093646E-02   0.4738674880704179E+01   0.3085300439637561E-03  -0.4717307767526280E+01   0.2724428519594924E-02   0.9764716104559104E+01   0.2399439799177224E-03  -0.1015391008743780E+03   0.2724428519594924E-02   0.9764716104559104E+01   0.2399439799177224E-03  -0.1015391008743780E+03
  7     0.1820723023707497E-02   0.7114633116807869E+02   0.2464279213059057E-03   0.5990507230511487E+02   0.1619352002584221E-02   0.6472496365362120E+02   0.6816321254238646E-03   0.8197218126770193E+02   0.1619352002584221E-02   0.6472496365362120E+02   0.6816321254238646E-03   0.8197218126770193E+02
  8     0.3382097863996389E-03   0.9996371528666818E+02   0.4581146815297801E-04   0.8138132997560217E+02   0.4020511113544048E-03   0.1313840329375184E+03   0.5008371782195019E-03   0.2554279570634391E+02   0.4020511113544048E-03   0.1313840329375184E+03   0.5008371782195019E-03   0.2554279570634391E+02
  9     0.1453291803750353E-02   0.8507039388609238E+02   0.2188972334150503E-03   0.8423669925373437E+02   0.1630392045456092E-02   0.8468862005726551E+02   0.1609947194398777E-03  -0.2752267666481675E+02   0.1630392045456092E-02   0.8468862005726551E+02   0.1609947194398777E-03  -0.2752267666481675E+02
 10     0.6972745034541155E-03   0.1536566578506603E+03   0.9228894782434917E-04   0.1523093350570504E+03   0.3758331493955724E-03   0.1409404564570132E+03   0.4565350914934355E-03   0.1788658077383121E+03   0.3758331493955724E-03   0.1409404564570132E+03   0.4565350914934355E-03   0.1788658077383121E+03
 11     0.3124218238281244E-03   0.1736209698263374E+03   0.6291318467819393E-04   0.1688461031066778E+03   0.4990450056279335E-03  -0.1316104615370248E+03   0.4597447271360113E-03   0.1053676654383476E+03   0.4990450056279335E-03  -0.1316104615370248E+03   0.4597447271360113E-03   0.1053676654383476E+03
 12     0.1784091463998710E-03   0.1693384065718448E+03   0.2926144026674859E-04  -0.1762401887787114E+03   0.6341865667388268E-03  -0.1774030314122903E+03   0.4541062715970940E-03   0.1109487398725459E+02   0.6341865667388268E-03  -0.1774030314122903E+03   0.4541062715970940E-03   0.1109487398725459E+02
 13     0.5273427359089828E-03  -0.9628880586579153E+02   0.8495504654997842E-04  -0.9898242441911927E+02   0.2280153827073025E-03  -0.1693205446393719E+03   0.6225231312194158E-03  -0.7546874952594185E+02   0.2280153827073025E-03  -0.1693205446393719E+03   0.6225231312194158E-03  -0.7546874952594185E+02
 14     0.4869833920859755E-03  -0.1604349687846695E+02   0.7382800664058076E-04  -0.1928001118562902E+02   0.8740236698212717E-03   0.8002243726563675E+01   0.4840284409869723E-03  -0.1463967764891437E+03   0.8740236698212717E-03   0.8002243726563675E+01   0.4840284409869723E-03  -0.1463967764891437E+03
 15     0.3239760448413021E-03  -0.1203485392197914E+02   0.5752435381040989E-04  -0.1555409389663492E+02   0.7346972244693721E-03  -0.3295808534207643E+02   0.4812878207229414E-03   0.1182393758321249E+03   0.7346972244693721E-03  -0.3295808534207643E+02   0.4812878207229414E-03   0.1182393758321249E+03
 16     0.3717916878308582E-03   0.3203968369847586E+02   0.5915636235133861E-04   0.3487023636216935E+02   0.1578020952112713E-03  -0.5969599953290682E+02   0.5567204155828267E-03   0.4203867329702981E+02   0.1578020952112713E-03  -0.5969599953290682E+02   0.5567204155828267E-03   0.4203867329702981E+02
 17     0.5304870911915184E-03   0.6408700819521945E+02   0.8301600464903878E-04   0.6183434636416778E+02   0.5838967238065510E-03   0.9427620061129717E+02   0.3736392742341037E-03  -0.2736902288862085E+02   0.5838967238065510E-03   0.9427620061129717E+02   0.3736392742341037E-03  -0.2736902288862085E+02
 18     0.3648638559128397E-03   0.1062899985813506E+03   0.5800801174517906E-04   0.1045042159194817E+03   0.4743800593288672E-03   0.9029438759451320E+02   0.2900561073347990E-03  -0.1600823825159672E+03   0.4743800593288672E-03   0.9029438759451320E+02   0.2900561073347990E-03  -0.1600823825159672E+03
ZONE T="BLADE REV=   4" F=POINT, I=  19
  0     0.1688940105141694E+00   0.0000000000000000E+00   0.2416964373764134E-01   0.0000000000000000E+00   0.1620391065735474E+00   0.0000000000000000E+00   0.3048811385666083E-01   0.0000000000000000E+00   0.1620391065735474E+00   0.0000000000000000E+00   0.3048811385666083E-01   0.0000000000000000E+00
  1     0.7909816583622976E-01   0.3761238181616137E+02   0.1023304845673306E-01   0.3942902852898791E+02   0.7707999624357009E-01   0.4139909720503249E+02   0.1338602023397949E-01   0.1758957720004636E+02   0.7707999624357009E-01   0.4139909720503249E+02   0.1338602023397949E-01   0.1758957720004636E+02
  2     0.5110996778821119E-01   0.3800633167507888E+01   0.6654513332741533E-02   0.1040369427037807E-01   0.4803552936312985E-01   0.9519143859457769E+01   0.1102319563374260E-01  -0.1971699558677943E+02   0.4803552936312985E-01   0.9519143859457769E+01   0.1102319563374260E-01  -0.1971699558677943E+02
  3     0.1416203950079590E-01  -0.1140692813520365E+01   0.1723694734873637E-02  -0.1422209849596417E+02   0.1367739967095758E-01   0.1005548033827624E+02   0.3876996584861779E-02  -0.4235621284234124E+02   0.1367739967095758E-01   0.1005548033827624E+02   0.3876996584861779E-02  -0.4235621284234124E+02
  4     0.8218567523370714E-02   0.5226375662788716E+00   0.1005546659008182E-02  -0.1133287239889753E+02   0.8016490531774402E-02   0.1297091410137268E+02   0.2595147453130283E-02  -0.3976294600741850E+02   0.8016490531774402E-02   0.1297091410137268E+02   0.2595147453130283E-02  -0.3976294600741850E+02
  5     0.3186993776962213E-02  -0.1680091576738622E+02   0.4811858015903190E-03  -0.2875609526134591E+02   0.3212266648848265E-02   0.3948295311936683E+01   0.1551290831234867E-02  -0.6498740782216314E+02   0.3212266648848265E-02   0.3948295311936683E+01   0.1551290831234867E-02  -0.6498740782216314E+02
  6     0.2311498893574634E-02   0.1266565633356092E+01   0.3071467768944147E-03  -0.7990241706332157E+01   0.2847609583770990E-02   0.9929091389850354E+01   0.4842828589232961E-03  -0.1006751266278710E+03   0.2847609583770990E-02   0.9929091389850354E+01   0.4842828589232961E-03  -0.1006751266278710E+03
  7     0.1764669829266955E-02   0.6981806889917024E+02   0.2415164599198611E-03   0.5830061378887703E+02   0.1610067682697024E-02   0.5295383233003746E+02   0.7221315011868318E-03   0.1043920827259636E+03   0.1610067682697024E-02   0.5295383233003746E+02   0.7221315011868318E-03   0.1043920827259636E+03
  8     0.2915296706006351E-03   0.1120269229659215E+03   0.3944215831853651E-04   0.9362573150885692E+02   0.3660460456594195E-03  -0.1624716110392907E+03   0.6987555215440031E-03   0.5355839571619725E+02   0.3660460456594195E-03  -0.1624716110392907E+03   0.6987555215440031E-03   0.5355839571619725E+02
  9     0.1409157236389063E-02   0.8680534646601757E+02   0.2150504743563218E-03   0.8646319450158299E+02   0.1531425621056490E-02   0.1004280857594166E+03   0.5145160723011216E-03   0.4308555263942650E+01   0.1531425621056490E-02   0.1004280857594166E+03   0.5145160723011216E-03   0.4308555263942650E+01
 10     0.7108227649030368E-03   0.1591061249953012E+03   0.9658303208031240E-04   0.1575364923833781E+03   0.7509033370713929E-03   0.1322259556857505E+03   0.4678748961207470E-03  -0.1264725895474058E+03   0.7509033370713929E-03   0.1322259556857505E+03   0.4678748961207470E-03  -0.1264725895474058E+03
 11     0.3340376944594010E-03  -0.1711355028913169E+03   0.6646740160916702E-04   0.1794392616730871E+03   0.1922472997891741E-03  -0.8999795897200893E+02   0.5401451092115219E-03   0.1612889960625689E+03   0.1922472997891741E-03  -0.8999795897200893E+02   0.5401451092115219E-03   0.1612889960625689E+03
 12     0.1969869459307351E-03  -0.1705166810308927E+03   0.3544238583880600E-04  -0.1618045435125801E+03   0.4879289392551702E-03  -0.1281779503844132E+03   0.4516381793272470E-03   0.7823930810801923E+02   0.4879289392551702E-03  -0.1281779503844132E+03   0.4516381793272470E-03   0.7823930810801923E+02
 13     0.5877664477863302E-03  -0.1011873410341858E+03   0.9353839770063176E-04  -0.1050263280458801E+03   0.6783247154528550E-03  -0.1344028105263240E+03   0.4848381087939443E-03  -0.2379315639586038E+02   0.6783247154528550E-03  -0.1344028105263240E+03   0.4848381087939443E-03  -0.2379315639586038E+02
 14     0.4342629351257846E-03  -0.2391210731778513E+02   0.6366678018443001E-04  -0.2704275833744778E+02   0.4694373181478076E-03   0.2459893396760047E+02   0.5097254155185189E-03  -0.8933325556425667E+02   0.4694373181478076E-03   0.2459893396760047E+02   0.5097254155185189E-03  -0.8933325556425667E+02
 15     0.3116070051318681E-03  -0.2669316923819767E+02   0.5427780648134814E-04  -0.2859455273176518E+02   0.6746151506478639E-03  -0.1272111859690249E+02   0.4509941701601707E-03   0.1799836423171506E+03   0.6746151506478639E-03  -0.1272111859690249E+02   0.4509941701601707E-03   0.1799836423171506E+03
 16     0.3371849064849566E-03   0.1753882897130351E+02   0.5228544534789797E-04   0.2188887247957308E+02   0.4757839626601654E-03  -0.4018012761622612E+02   0.5693368519110530E-03   0.9020358834057198E+02   0.4757839626601654E-03  -0.4018012761622612E+02   0.5693368519110530E-03   0.9020358834057198E+02
 17     0.4575683666617702E-03   0.6049915142351711E+02   0.7131057234609178E-04   0.5864136458726900E+02   0.3079220117976503E-03   0.1197101639910716E+03   0.5893161668542698E-03   0.2338152806568943E+02   0.3079220117976503E-03   0.1197101639910716E+03   0.5893161668542698E-03   0.2338152806568943E+02
 18     0.3172354341039098E-03   0.1159636872726404E+03   0.5150585052880521E-04   0.1153775032294936E+03   0.6300057873232727E-03   0.1139591413915588E+03   0.3689636336593760E-03  -0.6751914597350856E+02   0.6300057873232727E-03   0.1139591413915588E+03   0.3689636336593760E-03  -0.6751914597350856E+02
ZONE T="BLADE REV=   5" F=POINT, I=  19
  0     0.1680256108172533E+00   0.0000000000000000E+00   0.2404870597713584E-01   0.0000000000000000E+00   0.1612864912103764E+00   0.0000000000000000E+00   0.3019746602892982E-01   0.0000000000000000E+00   0.1612864912103764E+00   0.0000000000000000E+00   0.3019746602892982E-01   0.0000000000000000E+00
  1     0.7977392821512266E-01   0.3718006206438999E+02   0.1031661462525544E-01   0.3894383931662096E+02   0.7755085855026721E-01   0.4081575797841079E+02   0.1360662243341579E-01   0.1868006522625616E+02   0.7755085855026721E-01   0.4081575797841079E+02   0.1360662243341579E-01   0.1868006522625616E+02
  2     0.5122987649324994E-01   0.4147350151869620E+01   0.6667894943010844E-02   0.2886885725676534E+00   0.4787790751998013E-01   0.9924204746695484E+01   0.1138132151370415E-01  -0.1862224226390680E+02   0.4787790751998013E-01   0.9924204746695484E+01   0.1138132151370415E-01  -0.1862224226390680E+02
  3     0.1421922820635577E-01  -0.6237848983015535E+00   0.1727022001638316E-02  -0.1386983952528589E+02   0.1374002550726873E-01   0.1198008769146162E+02   0.4258329608115943E-02  -0.4514145638158404E+02   0.1374002550726873E-01   0.1198008769146162E+02   0.4258329608115943E-02  -0.4514145638158404E+02
  4     0.8237781109466338E-02   0.1255341828444544E+01   0.1006196151079919E-02  -0.1083895425204462E+02   0.8387539243631960E-02   0.1434252848604410E+02   0.2478426282184358E-02  -0.4905284999704882E+02   0.8387539243631960E-02   0.1434252848604410E+02   0.2478426282184358E-02  -0.4905284999704882E+02
  5     0.3172550867726739E-02  -0.1552607051435281E+02   0.4792239234639536E-03  -0.2822131496512264E+02   0.3409389678333382E-02   0.7700572812064440E+00   0.1151416517666277E-02  -0.6945519927601566E+02   0.3409389678333382E-02   0.7700572812064440E+00   0.1151416517666277E-02  -0.6945519927601566E+02
  6     0.2324057085169171E-02   0.2789870485949829E+01   0.3087437910088564E-03  -0.7116945533746065E+01   0.2608219608467202E-02   0.7836975642096333E+01   0.3060107616952377E-03  -0.4424042122195862E+02   0.2608219608467202E-02   0.7836975642096333E+01   0.3060107616952377E-03  -0.4424042122195862E+02
  7     0.1818053679411078E-02   0.7039330908665194E+02   0.2459921614086811E-03   0.5874005122435103E+02   0.1739776367347516E-02   0.6441357084175033E+02   0.4162901784801876E-03   0.7483334712529185E+02   0.1739776367347516E-02   0.6441357084175033E+02   0.4162901784801876E-03   0.7483334712529185E+02
  8     0.3367716862992870E-03   0.1103498639220987E+03   0.4292453381100841E-04   0.9414679989896058E+02   0.2399957569202086E-03   0.1297605654958037E+03   0.2782617248010351E-03   0.5957472678857928E+02   0.2399957569202086E-03   0.1297605654958037E+03   0.2782617248010351E-03   0.5957472678857928E+02
  9     0.1452673944087415E-02   0.8716826742918772E+02   0.2189667999658880E-03   0.8657392619986527E+02   0.1378153815552817E-02   0.9105903474989266E+02   0.3241564454137173E-03   0.5840372664736958E+02   0.1378153815552817E-02   0.9105903474989266E+02   0.3241564454137173E-03   0.5840372664736958E+02
 10     0.7343472866519696E-03   0.1569073424099526E+03   0.9864166646398741E-04   0.1563725544113189E+03   0.7430110306355846E-03   0.1540617946518304E+03   0.7966672855716956E-04  -0.1663102607161198E+03   0.7430110306355846E-03   0.1540617946518304E+03   0.7966672855716956E-04  -0.1663102607161198E+03
 11     0.3354819725558736E-03  -0.1764859700215279E+03   0.6628582982673263E-04   0.1774012975736681E+03   0.2924528253414834E-03  -0.1732417049914555E+03   0.1364260421164463E-03   0.1748352058590294E+03   0.2924528253414834E-03  -0.1732417049914555E+03   0.1364260421164463E-03   0.1748352058590294E+03
 12     0.2041681746678276E-03  -0.1788875103906612E+03   0.3544557062271512E-04  -0.1656320683596659E+03   0.2346325572760768E-03  -0.1663166410711630E+03   0.5917590033776349E-04   0.1058033092790521E+03   0.2346325572760768E-03  -0.1663166410711630E+03   0.5917590033776349E-04   0.1058033092790521E+03
 13     0.5653258809376478E-03  -0.1029919788236289E+03   0.9193610475532230E-04  -0.1061064270012797E+03   0.5334490911124756E-03  -0.1109848290923669E+03   0.1527030083083219E-03  -0.6654940794797706E+02   0.5334490911124756E-03  -0.1109848290923669E+03   0.1527030083083219E-03  -0.6654940794797706E+02
 14     0.4102133125681348E-03  -0.2092230546740866E+02   0.6127537691065603E-04  -0.2512695226175928E+02   0.4121289981961710E-03  -0.9303072329337841E+01   0.1320515468388226E-03  -0.8235781451804748E+02   0.4121289981961710E-03  -0.9303072329337841E+01   0.1320515468388226E-03  -0.8235781451804748E+02
