TITLE = "PROPAN_NW"
VARIABLES="T" "KB" "KTX" "KQX" "KTY" "KQY" "KTZ" "KQZ""KTTX" "KQTX" "KTTY" "KQTY" "KTTZ" "KQTZ"
      0      1   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1661754244100967E+00   0.2426439783203512E-01   0.1643751406419779E+00   0.3298415459094787E-02  -0.7934240093668615E-01  -0.4857976698539962E-01
      0      2   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1661754244100967E+00   0.2426439783203512E-01   0.1643751406419779E+00   0.3298415459094787E-02  -0.7934240093668615E-01  -0.4857976698539962E-01
      0      3   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1661754244100967E+00   0.2426439783203512E-01   0.1643751406419779E+00   0.3298415459094787E-02  -0.7934240093668615E-01  -0.4857976698539962E-01
      0      4   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1661754244100967E+00   0.2426439783203512E-01   0.1643751406419779E+00   0.3298415459094787E-02  -0.7934240093668615E-01  -0.4857976698539962E-01
      0      5   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1661754244100967E+00   0.2426439783203512E-01   0.1643751406419779E+00   0.3298415459094787E-02  -0.7934240093668615E-01  -0.4857976698539962E-01
      1      1   0.4585220096283966E-01   0.5030513595519885E-02  -0.1412381510034606E-01  -0.4485812538853432E-02  -0.1621434623000537E-01  -0.1400949240089397E-01   0.1787925404909170E+00   0.2444203186114798E-01   0.1769922567227983E+00  -0.1847080171577603E-02  -0.7968826697935430E-01  -0.5287330598921366E-01
      1      2   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1787925404909170E+00   0.2444203186114798E-01   0.1769922567227983E+00  -0.1847080171577603E-02  -0.7968826697935430E-01  -0.5287330598921366E-01
      1      3   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1787925404909170E+00   0.2444203186114798E-01   0.1769922567227983E+00  -0.1847080171577603E-02  -0.7968826697935430E-01  -0.5287330598921366E-01
      1      4   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1787925404909170E+00   0.2444203186114798E-01   0.1769922567227983E+00  -0.1847080171577603E-02  -0.7968826697935430E-01  -0.5287330598921366E-01
      1      5   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1787925404909170E+00   0.2444203186114798E-01   0.1769922567227983E+00  -0.1847080171577603E-02  -0.7968826697935430E-01  -0.5287330598921366E-01
      2      1   0.5134927801359439E-01   0.5876433759463955E-02  -0.1407608693937933E-01  -0.3962102743473040E-02  -0.1900893831899302E-01  -0.1595806622758331E-01   0.1842896175416718E+00   0.2528795202509205E-01   0.1824893337735530E+00  -0.1323370376197210E-02  -0.8248285906834195E-01  -0.5482187981590301E-01
      2      2   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1842896175416718E+00   0.2528795202509205E-01   0.1824893337735530E+00  -0.1323370376197210E-02  -0.8248285906834195E-01  -0.5482187981590301E-01
      2      3   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1842896175416718E+00   0.2528795202509205E-01   0.1824893337735530E+00  -0.1323370376197210E-02  -0.8248285906834195E-01  -0.5482187981590301E-01
      2      4   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1842896175416718E+00   0.2528795202509205E-01   0.1824893337735530E+00  -0.1323370376197210E-02  -0.8248285906834195E-01  -0.5482187981590301E-01
      2      5   0.3323508488201934E-01   0.4852879566407024E-02  -0.1800283768118755E-02   0.6596830918189574E-03  -0.1586848018733723E-01  -0.9715953397079924E-02   0.1842896175416718E+00   0.2528795202509205E-01   0.1824893337735530E+00  -0.1323370376197210E-02  -0.8248285906834195E-01  -0.5482187981590301E-01
      3      1   0.5723212589526761E-01   0.6807838861161649E-02  -0.1398857313671538E-01  -0.3430757636332740E-02  -0.2215012398726414E-01  -0.1802190145787604E-01   0.1901724654233450E+00   0.2621935712678974E-01   0.1883721816552262E+00  -0.7920252690569108E-03  -0.8562404473661306E-01  -0.5688571504619573E-01
