TITLE = "GEOMETRY"
VARIABLES="X0" "Y0" "Z0" "UNX0" "UNY0" "UNZ0" "ET1X" "ET1Y" "ET1Z" "ET2X" "ET2Y" "ET2Z" "AT1X" "AT1Y" "AT1Z" "AT2X" "AT2Y" "AT2Z" "A0"
ZONE T="BLADE" F=POINT, I=    80 J=    40
   0.1681005001343625E+00   0.1480930831970805E+00   0.1075316259264440E+00   0.7412543449154045E+00   0.3578412848512924E+00  -0.5678834484293503E+00  -0.6704254390177106E+00   0.4359687428833005E+00  -0.6003840320550379E+00   0.3273723968120324E-01   0.8257607826027650E+00   0.5630696254046427E+00  -0.1181750998114947E-02   0.7684769507018199E-03  -0.1058289837827252E-02  -0.3251598185649990E-03   0.2772762308600220E-02   0.1322776180343248E-02   0.2132012692557841E-04
   0.1653529359430772E+00   0.1498576269037525E+00   0.1050525234201869E+00   0.7419160831053370E+00   0.3544328098853646E+00  -0.5691554347508241E+00  -0.6699449408252425E+00   0.4261746463735919E+00  -0.6079053767248700E+00   0.2709800531952359E-01   0.8323175800528960E+00   0.5536362922014725E+00  -0.1565813193170319E-02   0.9960667559702277E-03  -0.1420812668429826E-02  -0.3312113452357199E-03   0.2778802220770878E-02   0.1298709649693121E-02   0.2826065656433562E-04
   0.1618403940792045E+00   0.1520488667109425E+00   0.1018475224086712E+00   0.7406150087024010E+00   0.3509414207403793E+00  -0.5730004608143577E+00  -0.6716244738896745E+00   0.4123365951367947E+00  -0.6155478034916646E+00   0.2024783833302201E-01   0.8407250748727072E+00   0.5410835180664079E+00  -0.1946728670702377E-02   0.1195173051219772E-02  -0.1784188343085809E-02  -0.3390728529386183E-03   0.2786411268086528E-02   0.1268314312045306E-02   0.3503757020080920E-04
   0.1575638650415122E+00   0.1545991633621741E+00   0.9792401463208161E-01   0.7358249664347162E+00   0.3478379921311355E+00  -0.5810080464171979E+00  -0.6770553909243224E+00   0.3938078780295290E+00  -0.6217003722229805E+00   0.1255453669641776E-01   0.8508372855205980E+00   0.5252792563734824E+00  -0.2329800366990008E-02   0.1355123600011783E-02  -0.2139319433503813E-02  -0.3488719570922463E-03   0.2795634700898227E-02   0.1231857750316288E-02   0.4158638536546015E-04
   0.1525139745135517E+00   0.1574217561976205E+00   0.9330903541033067E-01   0.7267397272153029E+00   0.3451031357741493E+00  -0.5939302943661624E+00  -0.6868991679091114E+00   0.3705772004236332E+00  -0.6251736332027710E+00   0.4347644511402764E-02   0.8623087406521122E+00   0.5063642303541700E+00  -0.2720090160970440E-02   0.1467469235434671E-02  -0.2475659788247129E-02  -0.3607348990491005E-03   0.2806674554740970E-02   0.1189418715474917E-02   0.4785100569740938E-04
   0.1466876642100524E+00   0.1604268275912500E+00   0.8803138584212361E-01   0.7171069387891479E+00   0.3412374860681398E+00  -0.6077126100735062E+00  -0.6969461103533793E+00   0.3449935272624924E+00  -0.6286856014020673E+00  -0.4874177238523444E-02   0.8743777468856809E+00   0.4852213908592319E+00  -0.3106220142528905E-02   0.1537602158194831E-02  -0.2801989779959938E-02  -0.3747546654668463E-03   0.2819658881652920E-02   0.1141056028623775E-02   0.5385609905212092E-04
   0.1401031154351366E+00   0.1635336161326733E+00   0.8210401782130115E-01   0.7088512003176661E+00   0.3356201278827444E+00  -0.6203943145840186E+00  -0.7051922717920805E+00   0.3181350089093565E+00  -0.6336355229238398E+00  -0.1529168443724786E-01   0.8866505770968708E+00   0.4621871033692499E+00  -0.3478328632386798E-02   0.1569186383228414E-02  -0.3125378240862516E-02  -0.3908502829121502E-03   0.2834546773621126E-02   0.1086851124542744E-02   0.5961478397427882E-04
   0.1327813162329448E+00   0.1666579825173348E+00   0.7554802802681032E-01   0.6994418505183717E+00   0.3288095036283794E+00  -0.6345592234512825E+00  -0.7142079537848245E+00   0.2889893148438818E+00  -0.6374889604193611E+00  -0.2623159343100988E-01   0.8990937026971786E+00   0.4369695839258697E+00  -0.3843470569805101E-02   0.1555180001433079E-02  -0.3430611553628324E-02  -0.4088747516197075E-03   0.2851278398523172E-02   0.1026765190612060E-02   0.6507150407862583E-04
   0.1247436890830428E+00   0.1697127047173175E+00   0.6839668327670925E-01   0.6901707224142462E+00   0.3203182130684699E+00  -0.6488918371337553E+00  -0.7226640887671505E+00   0.2583750214823229E+00  -0.6410920082798984E+00  -0.3769600414555575E-01   0.9113937626792447E+00   0.4098053447928989E+00  -0.4194156580096874E-02   0.1499542198549628E-02  -0.3720733196472734E-02  -0.4286735823244257E-03   0.2869735219899069E-02   0.9606693534295087E-03   0.7023238128500624E-04
   0.1160294954360849E+00   0.1726193131892251E+00   0.6067278652362110E-01   0.6826189088234668E+00   0.3097363123748155E+00  -0.6618873333982983E+00  -0.7290772231176383E+00   0.2269583094447345E+00  -0.6457060697446335E+00  -0.4977778668977711E-01   0.9233381518005410E+00   0.3807477240665113E+00  -0.4520037066861028E-02   0.1407066273357974E-02  -0.4003163556615416E-02  -0.4498441990547219E-03   0.2889695903324177E-02   0.8883258026137850E-03   0.7510989479381425E-04
   0.1066954872953843E+00   0.1753059004165484E+00   0.5238799797730870E-01   0.6774636224043793E+00   0.2969327421053233E+00  -0.6729591272763527E+00  -0.7328992201721684E+00   0.1947996560368285E+00  -0.6518526114690045E+00  -0.6246417685172966E-01   0.9348176510281281E+00   0.3495914557544120E+00  -0.4813971073839594E-02   0.1279520953965406E-02  -0.4281624989696984E-02  -0.4717617883824993E-03   0.2910828869026404E-02   0.8094383830031335E-03   0.7970182044870773E-04
   0.9682464272730446E-01   0.1777066151203121E+00   0.4352912226527220E-01   0.6774830877124570E+00   0.2816213132701167E+00  -0.6794895891591056E+00  -0.7315732099758770E+00   0.1622020624955443E+00  -0.6621866272945890E+00  -0.7627125480275448E-01   0.9457166207877528E+00   0.3159157622794516E+00  -0.5056873494240208E-02   0.1121193749798272E-02  -0.4577250722339523E-02  -0.4933873957049736E-03   0.2932735772927325E-02   0.7235714739557350E-03   0.8404715044479955E-04
   0.8646064932386355E-01   0.1797399954225614E+00   0.3415086498194675E-01   0.6715657330104507E+00   0.2646059298015864E+00  -0.6920860988056139E+00  -0.7356308310956009E+00   0.1264400584826540E+00  -0.6654774165608465E+00  -0.8858186376302668E-01   0.9560317011086719E+00   0.2795650906095530E+00  -0.5307119909200696E-02   0.9121865524510456E-03  -0.4801006560985931E-02  -0.5144247903246212E-03   0.2954847944278548E-02   0.6305577110682602E-03   0.8792247672081962E-04
   0.7560523028107559E-01   0.1813202281071255E+00   0.2438159692834726E-01   0.6629366563891274E+00   0.2452968368707250E+00  -0.7073503031997802E+00  -0.7419957324846004E+00   0.8934042076606670E-01  -0.6644250312804173E+00  -0.9978638479394565E-01   0.9653226150042062E+00   0.2412362459731031E+00  -0.5548299133587262E-02   0.6680461321129996E-03  -0.4968261492613555E-02  -0.5353178130018434E-03   0.2976403904183945E-02   0.5304594628597207E-03   0.9136272161206293E-04
   0.6428161870594983E-01   0.1823874809358684E+00   0.1433309010365425E-01   0.6524423991757942E+00   0.2234405195301130E+00  -0.7241500189807681E+00  -0.7498351406634256E+00   0.5183082518069636E-01  -0.6595914094250688E+00  -0.1098461541611467E+00   0.9733385329849020E+00   0.2013601813239259E+00  -0.5775312441538496E-02   0.3992066966299265E-03  -0.5080245332079458E-02  -0.5562615706355221E-03   0.2996516420593072E-02   0.4234130277516960E-03   0.9436583455508379E-04
   0.5252715738207731E-01   0.1829022027301710E+00   0.4107345681876690E-02   0.6414490336552144E+00   0.1990007071838222E+00  -0.7409061045524797E+00  -0.7578888741397792E+00   0.1464215209290482E-01  -0.6522193356818136E+00  -0.1189436491702246E+00   0.9798899560269138E+00   0.1602126162311934E+00  -0.5979148882334017E-02   0.1155150976726305E-03  -0.5145499089698098E-02  -0.5773518238122079E-03   0.3014213526649323E-02   0.3097408059304045E-03   0.9693934751695865E-04
   0.4038168828496768E-01   0.1828432889837641E+00  -0.6189670853277477E-02   0.6287365533468480E+00   0.1717764989485785E+00  -0.7584083206917598E+00  -0.7672492947574235E+00  -0.2170344759013179E-01  -0.6409816534480051E+00  -0.1265656595596228E+00   0.9848968447363772E+00   0.1181496468406327E+00  -0.6166320214775617E-02  -0.1744288440795050E-03  -0.5151517445456068E-02  -0.5985611330314548E-03   0.3028486667092753E-02   0.1897204567914288E-03   0.9904440323064672E-04
   0.2788655644346043E-01   0.1822076319511765E+00  -0.1644964209618988E-01   0.6154598451625851E+00   0.1418656877287711E+00  -0.7752956246733820E+00  -0.7768899972451075E+00  -0.5661782767968225E-01  -0.6270856032228219E+00  -0.1328574844445861E+00   0.9882654239798520E+00   0.7536803429160109E-01  -0.6328811626731627E-02  -0.4612281885081476E-03  -0.5108453797456334E-02  -0.6199171654908877E-03   0.3038311826033605E-02   0.6384412922350469E-04   0.1006832793089649E-03
   0.1509402773896828E-01   0.1810091876361614E+00  -0.2657854290294206E-01   0.6019182930353022E+00   0.1094247418093296E+00  -0.7910250276631137E+00  -0.7865753809613615E+00  -0.8971247481626143E-01  -0.6109425848046857E+00  -0.1378170474758368E+00   0.9899383302722969E+00   0.3207122826989544E-01  -0.6463717077760529E-02  -0.7372161265069080E-03  -0.5020447009295845E-02  -0.6413923516996548E-03   0.3042725629048150E-02  -0.6714872638435929E-04   0.1018433636973962E-03
   0.2060302305997548E-02   0.1792766161510874E+00  -0.3648915434283310E-01   0.5881176272866504E+00   0.7459517195823286E-01  -0.8053280181362389E+00  -0.7963239916465278E+00  -0.1206429747707022E+00  -0.5927169416902275E+00  -0.1413709899620903E+00   0.9898893033864936E+00  -0.1155033497960949E-01  -0.6570008355210205E-02  -0.9953553585671168E-03  -0.4890164430595194E-02  -0.6628903160374843E-03   0.3040862893831771E-02  -0.2024315380579414E-03   0.1025088191790300E-03
  -0.1115579106732512E-01   0.1770516449034115E+00  -0.4610151921811362E-01   0.5741617468034471E+00   0.3761577282205540E-01  -0.8178773393013246E+00  -0.8060653836196564E+00  -0.1491330310488158E+00  -0.5727285014562217E+00  -0.1435161518356407E+00   0.9881014080979706E+00  -0.5530570926312083E-01  -0.6646085018112459E-02  -0.1229615889108707E-02  -0.4722200444685333E-02  -0.6843521700412118E-03   0.3032011950024047E-02  -0.3409770038523899E-03   0.1026682045782288E-03
  -0.2449886826673274E-01   0.1743900060871813E+00  -0.5533659297735732E-01   0.5590610323851546E+00  -0.1600149018914263E-02  -0.8291249613849304E+00  -0.8165459634235581E+00  -0.1746026438461432E+00  -0.5502423160559627E+00  -0.1438869406344382E+00   0.9846376776688236E+00  -0.9892012954807287E-01  -0.6696992181295165E-02  -0.1432022927121544E-02  -0.4512873314558364E-02  -0.7057524832523501E-03   0.3015602926678150E-02  -0.4816935257779386E-03   0.1023060404468973E-03
  -0.3791426605879039E-01   0.1713591687526823E+00  -0.6412209260831134E-01   0.5433568599754197E+00  -0.4269101660594425E-01  -0.8384156486008615E+00  -0.8273012922631290E+00  -0.1968772506371784E+00  -0.5261291856581445E+00  -0.1426039779859206E+00   0.9794982518017562E+00  -0.1422929379129353E+00  -0.6718405610762486E-02  -0.1598814407377497E-02  -0.4272626316395653E-02  -0.7270387599657875E-03   0.2991231023501850E-02  -0.6234857279492686E-03   0.1014232182856467E-03
  -0.5131509454644147E-01   0.1680171786156658E+00  -0.7243794564901168E-01   0.5317096299208558E+00  -0.8344047133998536E-01  -0.8428063580633380E+00  -0.8350346512336992E+00  -0.2178270014117758E+00  -0.5052410599852001E+00  -0.1414284295622374E+00   0.9724140502885154E+00  -0.1854963991915852E+00  -0.6682422876888597E-02  -0.1743175729638932E-02  -0.4043226724304697E-02  -0.7480357019332591E-03   0.2958975832771479E-02  -0.7648686062287080E-03   0.1000328736295657E-03
